host;ip;port;lastseen;delay;cid;country_code;country_name;city;checks_up;checks_down;anon;http;ssl;socks4;socks5
202.138.127.66;202.138.127.66;80;1253;5100;1269750;IN;India;;162;339;4;1;0;0;0
178.214.228.144;178.214.228.144;80;1255;2020;2017370;RU;Russian Federation;;182;245;1;1;0;0;0
193.106.94.106;193.106.94.106;8080;1256;1480;563705;RU;Russian Federation;Dzerzhinskiy;523;561;1;1;0;0;0
46.45.19.138;46.45.19.138;53281;1257;2720;1536289;RU;Russian Federation;Snezhinsk;5516;2122;4;1;0;0;0
78.36.140.201;78.36.140.201;8080;1257;520;572154;RU;Russian Federation;Borovichi;9876;998;4;1;0;0;0
46.150.170.10;46.150.170.10;53281;1257;3660;524901;RU;Russian Federation;Moscow;1008;1150;4;1;0;0;0
45.123.41.94;45.123.41.94;54570;1257;2680;1185241;BD;Bangladesh;Dhaka;27;117;4;1;0;0;0
212.220.216.70;212.220.216.70;8080;1258;500;2017370;RU;Russian Federation;;555;112;4;1;0;0;0
210.212.31.215;210.212.31.215;8080;1258;4000;1269750;IN;India;;419;256;4;0;1;0;0
109.106.136.87;109.106.136.87;8080;1259;100;472045;RU;Russian Federation;Voronezh;297;99;1;1;0;0;0
45.64.179.108;45.64.179.108;53281;1262;1640;1272201;IN;India;Dungarpur;12;23;4;1;0;0;0
79.135.65.140;79.135.65.140;44662;1262;1480;1486209;RU;Russian Federation;Ekaterinburg;56;16;4;1;0;0;0
109.174.19.134;109.174.19.134;80;1268;420;1496747;RU;Russian Federation;Novosibirsk;566;446;4;1;0;0;0
95.141.193.14;95.141.193.14;80;1269;0;2017370;RU;Russian Federation;;24144;24;4;1;0;0;0
46.191.226.105;46.191.226.105;3128;1270;420;551487;RU;Russian Federation;"""Kazan’""";506;1830;4;1;0;0;0
181.129.70.82;181.129.70.82;30634;1271;5100;3674962;CO;Colombia;Medellín;115;236;4;1;0;0;0
1.0.0.43;1.0.0.43;80;1275;220;8349238;AU;Australia;"""Parafield Gardens""";2046;0;1;1;0;0;0
185.83.145.92;185.83.145.92;3128;1283;4840;298795;TR;Turkey;;127;828;1;1;0;0;0
150.129.115.118;150.129.115.118;9999;1285;5100;1269439;;;;1479;1204;4;0;0;0;1
190.114.241.107;190.114.241.107;999;1285;3620;3640049;VE;Venezuela;Guarenas;25;86;1;1;0;0;0
103.216.82.200;103.216.82.200;6667;1286;3840;1269439;;;;5450;1999;4;0;0;1;0
138.201.223.250;138.201.223.250;31288;1289;2420;2921044;DE;Germany;;10698;2090;2;1;0;0;0
139.59.109.156;139.59.109.156;1080;1299;2840;1880252;SG;Singapore;Singapore;24134;156;4;0;0;0;1
139.59.99.234;139.59.99.234;1080;1300;2740;1880252;SG;Singapore;Singapore;23692;186;4;0;0;0;1
139.59.99.119;139.59.99.119;1080;1300;2960;1880252;SG;Singapore;Singapore;23660;171;4;0;0;0;1
139.59.62.255;139.59.62.255;1080;1302;1680;1277333;IN;India;Bengaluru;9202;236;4;0;0;0;1
mx.car4you.su;195.9.80.22;4145;1302;1100;524901;RU;Russian Federation;Moscow;48;17;4;0;0;1;0
183.91.33.41;183.91.33.41;8085;1325;1060;1819730;HK;Hong Kong;;642;256;4;1;0;0;0
177.44.82.232;177.44.82.232;8080;1348;5100;3458696;BR;Brazil;Lavras;1106;878;1;1;0;0;0
36.255.87.240;36.255.87.240;83;1349;5100;1277333;IN;India;Bengaluru;180;438;1;1;0;0;0
45.224.98.121;45.224.98.121;8080;1351;3880;3652941;EC;Ecuador;Portoviejo;135;244;1;1;0;0;0
103.14.199.30;103.14.199.30;83;1351;5100;1273800;IN;India;Kadapa;9;35;1;1;0;0;0
200.153.145.165;200.153.145.165;8080;1370;1680;3457000;BR;Brazil;"""Mogi Guacu""";6294;58;4;0;1;0;0
68.183.232.63;68.183.232.63;3128;1374;4760;1880251;SG;Singapore;;203;2;1;1;0;0;0
178.251.43.122;178.251.43.122;8080;1374;5100;323786;TR;Turkey;Ankara;41;28;1;1;0;0;0
199.116.170.132;199.116.170.132;8080;1375;1100;5809844;US;United States;Seattle;590;16;4;0;1;0;0
91.206.30.218;91.206.30.218;3128;1377;1780;690791;UA;Ukraine;;3005;982;4;0;1;0;0
89.22.102.52;89.22.102.52;3128;1377;2500;2921044;DE;Germany;;96;72;4;1;0;0;0
95.217.95.130;95.217.95.130;58080;1378;440;660013;FI;Finland;;211;26;4;1;0;0;0
68.183.232.63;68.183.232.63;80;1378;2660;1880251;SG;Singapore;;141;5;1;1;1;0;0
180.210.201.54;180.210.201.54;3128;1379;1300;1880252;SG;Singapore;Singapore;12533;11473;1;1;1;0;0
200.255.122.170;200.255.122.170;8080;1379;4660;3448439;BR;Brazil;"""São Paulo""";10795;423;2;1;0;0;0
87.197.137.223;87.197.137.223;55622;1380;4280;3056508;SK;Slovakia;Žilina;1734;1221;4;1;0;0;0
102.177.193.220;102.177.193.220;3128;1382;1260;878675;ZW;Zimbabwe;;3715;67;4;0;1;0;0
50.235.28.146;50.235.28.146;3128;1383;700;6252001;US;United States;;4885;1663;1;1;1;0;0
182.71.7.234;182.71.7.234;3128;1383;1180;1269750;IN;India;;964;24;4;0;1;0;0
62.210.124.248;62.210.124.248;3128;1383;720;3017382;FR;France;;2175;134;1;1;1;0;0
87.255.70.183;87.255.70.183;8080;1383;420;617790;MD;Moldova;;1132;296;4;1;1;0;0
217.113.122.142;217.113.122.142;3128;1384;160;482283;RU;Russian Federation;Tolyatti;65535;597;4;0;1;0;0
163.172.182.164;163.172.182.164;3128;1384;360;3017382;FR;France;;12198;150;4;0;1;0;0
51.68.207.81;51.68.207.81;80;1384;480;2635167;GB;United Kingdom;;3112;10;4;0;1;0;0
163.172.168.124;163.172.168.124;3128;1384;400;3017382;FR;France;;3327;17;4;0;1;0;0
188.170.233.100;188.170.233.100;3128;1384;780;2017370;RU;Russian Federation;;1542;25;4;0;1;0;0
188.170.233.98;188.170.233.98;3128;1384;780;2017370;RU;Russian Federation;;1291;23;4;0;1;0;0
188.170.233.108;188.170.233.108;3128;1384;800;2017370;RU;Russian Federation;;1303;19;4;0;1;0;0
188.170.233.103;188.170.233.103;3128;1384;800;2017370;RU;Russian Federation;;1006;19;4;0;1;0;0
188.170.233.102;188.170.233.102;3128;1384;800;2017370;RU;Russian Federation;;1532;18;4;0;1;0;0
188.170.233.104;188.170.233.104;3128;1384;800;2017370;RU;Russian Federation;;1224;21;4;0;1;0;0
188.170.233.113;188.170.233.113;3128;1384;800;2017370;RU;Russian Federation;;1401;19;4;0;1;0;0
188.170.233.110;188.170.233.110;3128;1384;780;2017370;RU;Russian Federation;;1331;21;4;0;1;0;0
85.132.71.82;85.132.71.82;3128;1384;600;587084;AZ;Azerbaijan;Baku;2114;35;4;1;1;0;0
91.211.247.59;91.211.247.59;80;1384;220;597427;LT;Lithuania;;67;0;4;0;1;0;0
84.201.254.47;84.201.254.47;3128;1385;180;554840;RU;Russian Federation;Izhevsk;65535;214;4;0;1;0;0
91.211.247.59;91.211.247.59;8080;1385;200;597427;LT;Lithuania;;140;3;4;0;1;0;0
95.66.151.10;95.66.151.10;8080;1385;140;473247;RU;Russian Federation;Vladimir;412;46;4;0;1;0;0
168.149.142.170;168.149.142.170;8080;1388;800;5128581;US;United States;"""New York""";787;10;4;0;1;0;0
79.175.151.181;79.175.151.181;4261;1388;1840;130758;IR;Iran;;43;21;4;0;1;0;0
199.116.170.172;199.116.170.172;8080;1388;1000;5809844;US;United States;Seattle;631;8;4;0;1;0;0
199.116.170.164;199.116.170.164;8080;1388;1000;5809844;US;United States;Seattle;547;12;4;0;1;0;0
199.116.170.156;199.116.170.156;8080;1388;1000;5809844;US;United States;Seattle;626;6;4;0;1;0;0
199.116.170.165;199.116.170.165;8080;1388;1120;5809844;US;United States;Seattle;501;16;4;0;1;0;0
199.116.170.171;199.116.170.171;8080;1388;1000;5809844;US;United States;Seattle;618;2;4;0;1;0;0
199.116.170.174;199.116.170.174;8080;1388;1000;5809844;US;United States;Seattle;560;11;4;0;1;0;0
199.116.170.140;199.116.170.140;8080;1388;1000;5809844;US;United States;Seattle;530;13;4;0;1;0;0
168.149.146.172;168.149.146.172;8080;1388;800;6252001;US;United States;;405;13;4;0;1;0;0
168.149.146.164;168.149.146.164;8080;1388;800;6252001;US;United States;;458;3;4;0;1;0;0
168.149.156.172;168.149.156.172;8080;1389;420;2759794;NL;Netherlands;Amsterdam;445;0;4;0;1;0;0
168.149.156.164;168.149.156.164;8080;1389;440;2759794;NL;Netherlands;Amsterdam;410;0;4;0;1;0;0
118.140.150.74;118.140.150.74;3128;1392;820;8223932;HK;Hong Kong;Central;3095;562;2;1;1;0;0
201.28.39.6;201.28.39.6;3128;1401;4200;3469034;BR;Brazil;;208;324;1;1;0;0;0
193.193.240.37;193.193.240.37;45944;1405;5100;1526384;KZ;Kazakstan;Almaty;72;127;4;1;0;0;0
202.147.192.134;202.147.192.134;8080;1406;5100;1642911;ID;Indonesia;Jakarta;119;194;1;1;0;0;0
103.94.6.18;103.94.6.18;8080;1407;4860;1643084;ID;Indonesia;;16;150;1;1;0;0;0
78.45.8.179;78.45.8.179;3128;1409;2920;3067696;CZ;Czech Republic;Prague;176;258;4;1;0;0;0
116.196.85.150;116.196.85.150;3128;1428;3140;1814991;CN;China;;385;44;1;1;0;0;0
208.255.161.107;208.255.161.107;3128;1429;2600;4365264;US;United States;Perryville;741;435;1;1;0;0;0
36.89.190.211;36.89.190.211;44277;1430;5100;1625084;ID;Indonesia;Tangerang;130;264;4;1;0;0;0
218.75.158.153;218.75.158.153;3128;1430;1660;1806691;CN;China;;168;47;1;1;0;0;0
208.97.133.64;208.97.133.64;80;1431;660;5330582;US;United States;Brea;2683;289;3;1;0;0;0
51.158.111.229;51.158.111.229;8811;1432;680;2988507;FR;France;Paris;8647;544;1;1;0;0;0
13.230.194.71;13.230.194.71;80;1440;1120;1850147;JP;Japan;Tokyo;34;26;4;1;0;0;0
41.73.15.130;41.73.15.130;80;1441;3920;2322794;NG;Nigeria;Suleja;6034;135;1;1;0;0;0
52.187.121.7;52.187.121.7;3128;1441;780;1880252;SG;Singapore;Singapore;921;767;4;1;0;0;0
180.210.201.55;180.210.201.55;3129;1444;5100;1880252;SG;Singapore;Singapore;10300;9947;1;1;1;0;0
163.172.219.130;163.172.219.130;443;1444;4260;2759794;NL;Netherlands;Amsterdam;1840;460;4;0;1;0;0
5.1.53.46;5.1.53.46;8080;1445;220;1488754;RU;Russian Federation;Tyumen;2889;274;1;1;1;0;0
118.174.211.220;118.174.211.220;11;1449;2400;1609350;TH;Thailand;Bangkok;1769;169;1;1;1;0;0
185.25.207.155;185.25.207.155;8080;1451;1300;3175395;IT;Italy;;400;121;1;1;1;0;0
1.0.0.37;1.0.0.37;80;1455;240;2061039;AU;Australia;Stirling;965;0;1;1;0;0;0
103.70.145.84;103.70.145.84;8080;1461;4380;1263364;IN;India;Mathura;37;44;1;1;0;0;0
177.8.216.114;177.8.216.114;8080;1464;4520;3455908;BR;Brazil;Oliveira;1154;989;1;1;0;0;0
212.154.83.121;212.154.83.121;35116;1467;1620;745044;TR;Turkey;Istanbul;10;63;4;1;0;0;0
43.224.8.124;43.224.8.124;6667;1490;5100;1255349;IN;India;Surendranagar;4681;1355;4;0;0;0;1
179.184.128.70;179.184.128.70;3128;1507;5100;3444924;BR;Brazil;Vitória;52;25;1;1;0;0;0
18.218.5.0;18.218.5.0;80;1509;5100;4509177;US;United States;Columbus;384;1290;4;1;0;0;0
1.0.0.55;1.0.0.55;80;1512;240;8349238;AU;Australia;"""Parafield Gardens""";2001;1;1;1;0;0;0
178.217.216.184;178.217.216.184;49086;1513;4000;3091232;PL;Poland;"""Mysłowice""";1766;1076;4;1;0;0;0
185.14.233.7;185.14.233.7;8080;1525;4420;3066878;CZ;Czech Republic;Ricany;72;118;1;1;0;0;0
178.62.193.19;178.62.193.19;3128;1527;540;2643743;GB;United Kingdom;London;11259;234;4;1;0;0;0
179.27.83.222;179.27.83.222;54260;1527;3120;3442057;UY;Uruguay;"""Las Piedras""";130;208;4;1;0;0;0
178.62.193.19;178.62.193.19;8080;1545;520;2643743;GB;United Kingdom;London;11545;257;4;1;0;0;0
181.192.6.47;181.192.6.47;8080;1550;5100;3836277;AR;Argentina;"""Santa Fe""";8;1;1;1;0;0;0
181.189.221.245;181.189.221.245;42407;1552;3860;3839479;AR;Argentina;Rafaela;1444;1390;4;1;0;0;0
181.196.147.98;181.196.147.98;51343;1552;3720;3655131;;;;229;283;4;1;0;0;0
1.196.177.40;1.196.177.40;9999;1556;1120;1801792;CN;China;Luoyang;8;35;4;1;0;0;0
101.37.118.54;101.37.118.54;8888;1558;3220;1808926;CN;China;Hangzhou;110;485;4;1;0;0;0
1.196.177.212;1.196.177.212;9999;1559;1080;1801792;CN;China;Luoyang;3;3;4;1;0;0;0
101.128.67.211;101.128.67.211;8080;1569;5100;1643084;ID;Indonesia;;59;154;1;1;0;0;0
181.113.68.196;181.113.68.196;8080;1573;3780;3652462;EC;Ecuador;Quito;112;162;1;1;0;0;0
1.196.177.170;1.196.177.170;9999;1577;2940;1801792;CN;China;Luoyang;9;20;4;1;0;0;0
1.196.177.7;1.196.177.7;9999;1579;2040;1801792;CN;China;Luoyang;2;7;4;1;0;0;0
103.242.14.68;103.242.14.68;30944;1586;4560;1821306;KH;Cambodia;"""Phnom Penh""";3192;371;4;0;0;1;0
103.215.19.249;103.215.19.249;4145;1588;4140;1643084;ID;Indonesia;;1424;531;4;0;0;1;0
103.216.82.37;103.216.82.37;6667;1589;4080;1253985;IN;India;Udaipur;1675;769;4;0;0;1;0
103.233.103.241;103.233.103.241;4153;1590;2200;1643084;ID;Indonesia;;1010;574;4;0;0;1;0
101.4.136.34;101.4.136.34;80;1590;1340;1811103;CN;China;Foshan;1399;665;4;1;0;0;0
103.16.132.195;103.16.132.195;4145;1593;2500;1645133;ID;Indonesia;Dumai;3042;673;4;0;0;1;0
103.122.90.246;103.122.90.246;8291;1594;5100;1336135;BD;Bangladesh;Khulna;208;23;4;0;0;1;0
103.212.211.4;103.212.211.4;4145;1595;2300;1643084;ID;Indonesia;;3031;558;4;0;0;1;0
103.210.142.54;103.210.142.54;4145;1596;3820;1269934;IN;India;Hosur;3569;518;4;0;0;1;0
103.243.82.234;103.243.82.234;59063;1596;2820;1210997;BD;Bangladesh;;3472;405;4;0;0;1;0
103.12.28.83;103.12.28.83;4145;1596;1220;1643084;ID;Indonesia;;179;32;4;0;0;1;0
103.23.102.245;103.23.102.245;4145;1597;2000;1627896;ID;Indonesia;Semarang;2746;499;4;0;0;1;0
103.19.57.110;103.19.57.110;8291;1597;2180;1643084;ID;Indonesia;;1932;434;4;0;0;1;0
113.252.222.73;113.252.222.73;8380;1598;840;8223932;HK;Hong Kong;Central;1089;421;4;1;0;0;0
103.224.185.16;103.224.185.16;33928;1598;1200;1271476;IN;India;Guwahati;1189;239;4;0;0;1;0
103.113.3.226;103.113.3.226;4145;1601;1560;1643084;ID;Indonesia;;2458;680;4;0;0;1;0
103.123.66.134;103.123.66.134;4145;1607;5100;1643084;ID;Indonesia;;200;62;4;0;0;1;0
103.209.38.121;103.209.38.121;51372;1608;3840;1275339;IN;India;Mumbai;1735;629;4;0;0;1;0
103.27.22.34;103.27.22.34;56194;1608;3980;1168579;PK;Pakistan;;271;38;4;0;0;1;0
36.82.88.68;36.82.88.68;8080;1608;5100;1626099;ID;Indonesia;Sumenep;27;22;1;1;0;0;0
103.206.128.137;103.206.128.137;47740;1613;3940;1270642;IN;India;Gurgaon;1614;94;4;0;0;1;0
103.113.229.202;103.113.229.202;4145;1614;1180;1269750;IN;India;;607;328;4;0;0;1;0
103.26.213.119;103.26.213.119;4145;1614;1660;1643084;ID;Indonesia;;284;42;4;0;0;1;0
103.251.56.241;103.251.56.241;40304;1615;1260;1269439;;;;1326;211;4;0;0;1;0
103.212.93.217;103.212.93.217;40711;1619;3860;1269750;IN;India;;164;23;4;0;0;1;0
103.129.194.1;103.129.194.1;36745;1623;2080;1263364;IN;India;Mathura;1173;142;4;0;0;1;0
103.123.246.54;103.123.246.54;8080;1623;5100;1643084;ID;Indonesia;;275;414;1;1;0;0;0
183.154.49.65;183.154.49.65;9999;1632;3080;1784764;CN;China;;3;9;4;1;0;0;0
182.35.85.153;182.35.85.153;9999;1633;2100;1796328;CN;China;;9;19;4;1;0;0;0
182.93.95.146;182.93.95.146;8080;1645;5100;1282988;NP;Nepal;;837;861;1;1;0;0;0
182.52.51.47;182.52.51.47;41146;1646;5100;1609350;TH;Thailand;Bangkok;492;710;4;1;0;0;0
103.134.213.54;103.134.213.54;8080;1646;4840;1643084;ID;Indonesia;;12;85;1;1;0;0;0
103.122.97.58;103.122.97.58;8080;1648;3760;1642911;ID;Indonesia;Jakarta;111;321;1;1;0;0;0
103.16.71.240;103.16.71.240;83;1648;3600;1277333;IN;India;Bengaluru;11;46;1;1;0;0;0
182.52.140.57;182.52.140.57;8080;1649;2840;1609350;TH;Thailand;Bangkok;7;21;1;1;0;0;0
103.10.81.172;103.10.81.172;80;1651;3960;1643084;ID;Indonesia;;5826;2511;1;1;0;0;0
182.72.92.222;182.72.92.222;8080;1652;2180;1277333;IN;India;Bengaluru;292;377;1;1;0;0;0
182.35.86.214;182.35.86.214;9999;1652;3240;1796328;CN;China;;3;12;4;1;0;0;0
168.227.15.62;168.227.15.62;50813;1687;2180;3448439;BR;Brazil;"""São Paulo""";1987;423;4;0;0;1;0
168.121.97.67;168.121.97.67;3629;1687;2220;3445847;BR;Brazil;Ubatuba;1991;322;4;0;0;1;0
168.196.204.16;168.196.204.16;41228;1687;2220;6317344;BR;Brazil;"""Jaboatao dos Guararapes""";268;144;4;0;0;1;0
168.227.56.130;168.227.56.130;36393;1688;1340;3444864;BR;Brazil;Votuporanga;2112;518;4;0;0;1;0
168.228.192.13;168.228.192.13;48964;1691;4100;3602952;HN;Honduras;Quimistan;1406;382;4;0;0;1;0
103.46.234.129;103.46.234.129;83;1694;4880;1278935;IN;India;Amalapuram;196;490;1;1;0;0;0
168.227.158.21;168.227.158.21;4145;1695;1400;3470691;BR;Brazil;"""Barra do Piraí""";488;267;4;0;0;1;0
168.227.147.197;168.227.147.197;10801;1695;2700;3840213;AR;Argentina;"""Pueblo Nuevo""";46;56;4;0;0;1;0
168.232.152.99;168.232.152.99;4145;1696;2300;3448439;BR;Brazil;"""São Paulo""";2704;410;4;0;0;1;0
168.232.189.243;168.232.189.243;4145;1697;1500;3924877;BR;Brazil;"""Posto Fiscal Rolim de Moura""";558;96;4;0;0;1;0
200.89.178.209;200.89.178.209;8080;1700;2120;3854895;AR;Argentina;"""Granadero Baigorria""";453;71;3;1;0;0;0
168.121.139.31;168.121.139.31;4145;1701;1100;3469034;BR;Brazil;;2677;542;4;0;0;1;0
217.61.19.109;217.61.19.109;8080;1703;340;2637627;GB;United Kingdom;Slough;250;78;3;1;0;0;0
103.250.152.62;103.250.152.62;36664;1705;5100;1253573;IN;India;Vadodara;471;737;4;1;0;0;0
79.115.245.227;79.115.245.227;8080;1706;2080;671448;;;;2390;1417;4;1;0;0;0
139.59.109.156;139.59.109.156;3128;1709;1640;1880252;SG;Singapore;Singapore;10861;264;4;1;0;0;0
139.59.101.223;139.59.101.223;8080;1709;3520;1277333;IN;India;Bengaluru;9796;278;4;1;0;0;0
109.167.113.9;109.167.113.9;59606;1710;1540;2522438;ES;Spain;Adamuz;114;221;4;1;0;0;0
139.59.169.246;139.59.169.246;8080;1713;540;1880251;SG;Singapore;;12242;219;4;1;0;0;0
196.41.101.46;196.41.101.46;8080;1716;1180;993800;ZA;South Africa;Johannesburg;509;726;3;1;0;0;0
139.59.99.234;139.59.99.234;8080;1721;1620;1880252;SG;Singapore;Singapore;11033;252;4;1;0;0;0
139.59.99.119;139.59.99.119;3128;1722;1820;1277333;IN;India;Bengaluru;9822;162;4;1;0;0;0
207.154.231.212;207.154.231.212;8080;1725;540;2925533;DE;Germany;"""Frankfurt am Main""";18117;242;4;1;0;0;0
95.85.36.236;95.85.36.236;8080;1725;540;2750405;NL;Netherlands;;11363;252;4;1;0;0;0
173.197.169.6;173.197.169.6;8080;1726;4320;5387877;US;United States;Riverside;573;1121;1;1;0;0;0
183.91.33.41;183.91.33.41;87;1730;3360;1819730;HK;Hong Kong;;644;197;4;1;0;0;0
176.117.126.22;176.117.126.22;8080;1732;2920;563705;RU;Russian Federation;Dzerzhinskiy;2632;1374;1;1;0;0;0
183.91.33.41;183.91.33.41;8091;1745;5100;1819730;HK;Hong Kong;;695;243;4;1;0;0;0
1.0.0.30;1.0.0.30;80;1746;220;8349238;AU;Australia;"""Parafield Gardens""";2043;0;1;1;0;0;0
1.0.0.108;1.0.0.108;80;1746;220;2061039;AU;Australia;Stirling;990;0;1;1;0;0;0
1.0.0.221;1.0.0.221;80;1746;220;2061039;AU;Australia;Stirling;962;0;1;1;0;0;0
1.186.63.133;1.186.63.133;57023;1752;880;1462731;IN;India;Beas;5765;708;4;0;0;1;0
183.91.33.41;183.91.33.41;86;1753;4340;1819730;HK;Hong Kong;;807;240;4;1;0;0;0
183.91.33.41;183.91.33.41;90;1753;4540;1819730;HK;Hong Kong;;736;241;4;1;0;0;0
1.20.97.181;1.20.97.181;34102;1754;1160;1605651;TH;Thailand;;2300;244;4;0;0;1;0
1.53.137.164;1.53.137.164;4145;1755;1460;1581130;VN;Vietnam;Hanoi;3743;1070;4;0;0;1;0
103.108.128.178;103.108.128.178;4153;1756;1300;1643084;ID;Indonesia;;1360;243;4;0;0;1;0
183.91.33.41;183.91.33.41;8089;1756;2400;1819730;HK;Hong Kong;;644;199;4;1;0;0;0
103.102.141.56;103.102.141.56;4145;1759;4260;1643084;ID;Indonesia;;530;117;4;0;0;1;0
212.46.255.78;212.46.255.78;8080;1760;3320;524901;RU;Russian Federation;Moscow;1214;1102;1;1;0;0;0
185.237.98.35;185.237.98.35;80;1760;260;2643743;GB;United Kingdom;London;536;134;4;1;0;0;0
90.150.87.172;90.150.87.172;81;1763;1980;1496511;RU;Russian Federation;"""Novy Urengoy""";1884;1074;1;1;0;0;0
1.215.162.195;1.215.162.195;4145;1764;1600;1835841;KR;Korea;;3006;1010;4;0;0;1;0
1.215.122.108;1.215.122.108;4145;1764;1560;8349530;KR;Korea;Jungnang-gu;1000;730;4;0;0;1;0
217.79.3.94;217.79.3.94;8080;1766;1860;498817;RU;Russian Federation;"""St Petersburg""";3901;2944;1;1;0;0;0
188.187.0.158;188.187.0.158;8080;1766;2080;498817;RU;Russian Federation;"""St Petersburg""";522;643;1;1;0;0;0
109.198.110.234;109.198.110.234;8080;1767;1000;2017370;RU;Russian Federation;;439;1152;1;1;0;0;0
5.16.0.79;5.16.0.79;8081;1767;3600;2017370;RU;Russian Federation;;697;716;1;1;0;0;0
176.115.197.118;176.115.197.118;8080;1768;1520;462755;RU;Russian Federation;Zhukovskiy;4980;4772;1;1;0;0;0
31.193.124.70;31.193.124.70;53281;1768;4280;498817;RU;Russian Federation;"""St Petersburg""";2492;1220;1;1;0;0;0
46.52.255.69;46.52.255.69;8080;1768;1980;2017370;RU;Russian Federation;;620;649;1;1;0;0;0
185.200.36.91;185.200.36.91;8080;1769;4900;298795;TR;Turkey;;518;797;1;1;0;0;0
184.180.90.226;184.180.90.226;8080;1772;5100;4543622;US;United States;Newcastle;970;1765;1;1;0;0;0
183.91.33.41;183.91.33.41;91;1773;4040;1819730;HK;Hong Kong;;712;192;4;1;0;0;0
183.91.33.41;183.91.33.41;83;1773;5040;1819730;HK;Hong Kong;;745;272;4;1;0;0;0
1.0.0.196;1.0.0.196;80;1774;240;8349238;AU;Australia;"""Parafield Gardens""";2072;0;1;1;0;0;0
183.91.33.41;183.91.33.41;84;1775;3840;1819730;HK;Hong Kong;;605;208;4;1;0;0;0
185.237.98.177;185.237.98.177;80;1776;280;2643743;GB;United Kingdom;London;99;57;4;1;0;0;0
183.91.33.41;183.91.33.41;8090;1779;1520;1819730;HK;Hong Kong;;715;244;4;1;0;0;0
183.91.33.41;183.91.33.41;85;1780;1100;1819730;HK;Hong Kong;;794;244;4;1;0;0;0
183.91.33.41;183.91.33.41;89;1780;1040;1819730;HK;Hong Kong;;702;223;4;1;0;0;0
183.91.33.41;183.91.33.41;82;1780;1060;1819730;HK;Hong Kong;;671;257;4;1;0;0;0
183.91.33.41;183.91.33.41;8082;1780;1040;1819730;HK;Hong Kong;;312;130;4;1;0;0;0
200.178.251.146;200.178.251.146;8080;1781;5100;3469034;BR;Brazil;;4057;498;1;1;0;0;0
177.152.143.74;177.152.143.74;8080;1793;5100;3470353;BR;Brazil;Barueri;666;888;1;1;0;0;0
178.150.97.102;178.150.97.102;51226;1797;4240;706483;UA;Ukraine;Kharkiv;62;130;4;1;0;0;0
103.21.150.184;103.21.150.184;3128;1802;3640;1562822;VN;Vietnam;;1394;306;1;1;0;0;0
173.249.35.163;173.249.35.163;10010;1803;400;2921044;DE;Germany;;8614;1512;1;1;0;0;0
173.249.35.163;173.249.35.163;1448;1803;400;2921044;DE;Germany;;7566;1446;1;1;0;0;0
173.249.35.163;173.249.35.163;10020;1803;380;2861650;DE;Germany;Nuremberg;1567;718;1;1;0;0;0
176.9.119.170;176.9.119.170;8080;1812;1060;2921044;DE;Germany;;18550;229;4;1;0;0;0
177.19.212.90;177.19.212.90;8080;1815;4480;3469034;BR;Brazil;;58;94;1;1;0;0;0
177.126.88.62;177.126.88.62;53281;1816;4700;3474574;BR;Brazil;Palmas;658;977;4;1;0;0;0
173.242.102.241;173.242.102.241;53603;1816;3840;5119416;US;United States;Greenwich;141;362;4;1;0;0;0
209.97.189.98;209.97.189.98;8080;1816;4640;2643743;GB;United Kingdom;London;214;17;1;1;0;0;0
178.168.19.139;178.168.19.139;30736;1817;2940;618426;MD;Moldova;Chisinau;1425;861;4;1;0;0;0
104.244.77.254;104.244.77.254;8080;1819;5100;2960126;LU;Luxembourg;Roost;4163;979;1;1;0;0;0
176.120.211.176;176.120.211.176;58798;1819;2280;532096;RU;Russian Federation;Makhachkala;63;188;4;1;0;0;0
177.224.90.29;177.224.90.29;8080;1821;1260;3986237;MX;Mexico;"""San Jose de Colima""";297;252;1;1;0;0;0
142.93.72.206;142.93.72.206;3128;1821;580;5096699;US;United States;Clifton;2108;505;1;1;0;0;0
176.9.119.170;176.9.119.170;3128;1834;660;2921044;DE;Germany;;19448;169;4;1;0;0;0
208.255.161.107;208.255.161.107;8180;1847;2360;4365264;US;United States;Perryville;797;352;1;1;0;0;0
89.37.122.216;89.37.122.216;3129;1847;2120;683506;RO;Romania;Bucharest;182;8;1;1;0;0;0
136.243.47.220;136.243.47.220;3128;1852;400;2921044;DE;Germany;;11748;644;1;1;0;0;0
118.70.144.77;118.70.144.77;3128;1870;4120;1581130;VN;Vietnam;Hanoi;1759;216;1;1;0;0;0
104.244.75.26;104.244.75.26;8080;1872;4460;5308655;US;United States;Phoenix;4650;1054;1;1;0;0;0
180.210.201.57;180.210.201.57;3130;1874;5100;1880252;SG;Singapore;Singapore;3602;1632;1;1;0;0;0
91.210.47.93;91.210.47.93;3128;1886;3320;542420;RU;Russian Federation;Krasnodar;168;199;4;1;0;0;0
147.135.1.50;147.135.1.50;3128;1985;3180;4781530;US;United States;Reston;303;17;1;1;0;0;0
163.172.189.32;163.172.189.32;8811;1992;540;3017382;FR;France;;8618;400;1;1;0;0;0
118.69.50.154;118.69.50.154;80;1995;1260;1566083;VN;Vietnam;"""Ho Chi Minh City""";2386;81;2;1;0;0;0
167.172.248.53;167.172.248.53;80;2002;5100;4482348;US;United States;;1025;247;3;1;0;0;0
167.172.248.53;167.172.248.53;3128;2006;2360;4482348;US;United States;;1386;284;3;1;0;0;0
